id,election_id,upper_tier,lower_tier,current_council,election_date,year,ward_id,ward_name,candidate,party,vote,female,vacancies,electorate,ballots_cast,turnout,vote_share,source,notes
leeds_0001,1945leeds1001,Leeds,Leeds,Leeds,,1945,leeds1001,Armley & Wortley,Wilkinson S.,LAB,3477,0,3,11734,,31.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0002,1945leeds1001,Leeds,Leeds,Leeds,,1945,leeds1001,Armley & Wortley,Bissell J.,LAB,3473,0,3,11734,,31.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0003,1945leeds1001,Leeds,Leeds,Leeds,,1945,leeds1001,Armley & Wortley,Harlow M.,LAB,3464,0,3,11734,,31.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0004,1945leeds1001,Leeds,Leeds,Leeds,,1945,leeds1001,Armley & Wortley,Hiley J.,CON,823,0,3,11734,,31.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0005,1945leeds1002,Leeds,Leeds,Leeds,,1945,leeds1002,Beeston,Webster W.,LAB,4083,0,1,14254,,55.8,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0006,1945leeds1002,Leeds,Leeds,Leeds,,1945,leeds1002,Beeston,Moorhouse J.,CON,2995,0,1,14254,,55.8,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0007,1945leeds1002,Leeds,Leeds,Leeds,,1945,leeds1002,Beeston,Richardson ,LIB,874,1,1,14254,,55.8,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0008,1945leeds1003,Leeds,Leeds,Leeds,,1945,leeds1003,Blenheim,Smith A.,LAB,2206,0,1,19267,,22.7,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0009,1945leeds1003,Leeds,Leeds,Leeds,,1945,leeds1003,Blenheim,Webster S.,CON,2163,0,1,19267,,22.7,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0010,1945leeds1004,Leeds,Leeds,Leeds,,1945,leeds1004,Bramley,Kavanagh E.,LAB,4960,0,1,18179,,49.1,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0011,1945leeds1004,Leeds,Leeds,Leeds,,1945,leeds1004,Bramley,Greaves J.,CON,2913,0,1,18179,,49.1,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0012,1945leeds1004,Leeds,Leeds,Leeds,,1945,leeds1004,Bramley,Plews F.,LIB,1052,0,1,18179,,49.1,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0013,1945leeds1005,Leeds,Leeds,Leeds,,1945,leeds1005,Burmanstoft,Jackson W.,LAB,2440,0,2,9219,,32.8,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0014,1945leeds1005,Leeds,Leeds,Leeds,,1945,leeds1005,Burmanstoft,McKellar T.,LAB,2408,0,2,9219,,32.8,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0015,1945leeds1005,Leeds,Leeds,Leeds,,1945,leeds1005,Burmanstoft,Binwood J.,CON,610,0,2,9219,,32.8,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0016,1945leeds1005,Leeds,Leeds,Leeds,,1945,leeds1005,Burmanstoft,Monkman G.,CON,585,0,2,9219,,32.8,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0017,1945leeds1006,Leeds,Leeds,Leeds,,1945,leeds1006,Central,Spence W.,LAB,2194,0,1,9683,,32.8,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0018,1945leeds1006,Leeds,Leeds,Leeds,,1945,leeds1006,Central,Stead P.,CON,983,0,1,9683,,32.8,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0019,1945leeds1007,Leeds,Leeds,Leeds,,1945,leeds1007,Cross Gates & Temple Newsam,Lunn W.,LAB,5701,0,2,22837,,42.3,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0020,1945leeds1007,Leeds,Leeds,Leeds,,1945,leeds1007,Cross Gates & Temple Newsam,Thomas H.,LAB,5485,0,2,22837,,42.3,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0021,1945leeds1007,Leeds,Leeds,Leeds,,1945,leeds1007,Cross Gates & Temple Newsam,Addison H.,CON,4207,0,2,22837,,42.3,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0022,1945leeds1007,Leeds,Leeds,Leeds,,1945,leeds1007,Cross Gates & Temple Newsam,Tomlinson M.,CON,3907,0,2,22837,,42.3,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0023,1945leeds1008,Leeds,Leeds,Leeds,,1945,leeds1008,East Hunslet,Naylor F.,LAB,2807,0,2,9283,,42.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0024,1945leeds1008,Leeds,Leeds,Leeds,,1945,leeds1008,East Hunslet,Peart R.,LAB,2608,0,2,9283,,42.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0025,1945leeds1008,Leeds,Leeds,Leeds,,1945,leeds1008,East Hunslet,Kennedy A.,LIB,1318,0,2,9283,,42.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0026,1945leeds1008,Leeds,Leeds,Leeds,,1945,leeds1008,East Hunslet,Hope A.,LIB,1169,0,2,9283,,42.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0027,1945leeds1009,Leeds,Leeds,Leeds,,1945,leeds1009,Far Headingley,Osborne E.,CON,5607,0,2,24376,,34.2,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0028,1945leeds1009,Leeds,Leeds,Leeds,,1945,leeds1009,Far Headingley,Hargreaves W.,CON,5540,0,2,24376,,34.2,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0029,1945leeds1009,Leeds,Leeds,Leeds,,1945,leeds1009,Far Headingley,Beevers D.,LAB,2791,0,2,24376,,34.2,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0030,1945leeds1009,Leeds,Leeds,Leeds,,1945,leeds1009,Far Headingley,Clayden ,LAB,2730,1,2,24376,,34.2,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0031,1945leeds1010,Leeds,Leeds,Leeds,,1945,leeds1010,Farnley & Wortley,Wilkinson L.,LAB,4802,0,2,16656,,43.1,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0032,1945leeds1010,Leeds,Leeds,Leeds,,1945,leeds1010,Farnley & Wortley,Woods C.,LAB,4636,0,2,16656,,43.1,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0033,1945leeds1010,Leeds,Leeds,Leeds,,1945,leeds1010,Farnley & Wortley,Power J.,CON,2533,0,2,16656,,43.1,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0034,1945leeds1010,Leeds,Leeds,Leeds,,1945,leeds1010,Farnley & Wortley,Carter F.,CON,2397,0,2,16656,,43.1,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0035,1945leeds1011,Leeds,Leeds,Leeds,,1945,leeds1011,Harehills,Jolley ,LAB,4700,1,2,17464,,42.7,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0036,1945leeds1011,Leeds,Leeds,Leeds,,1945,leeds1011,Harehills,Muir K.,LAB,4374,0,2,17464,,42.7,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0037,1945leeds1011,Leeds,Leeds,Leeds,,1945,leeds1011,Harehills,Booth J.,CON,2199,0,2,17464,,42.7,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0038,1945leeds1011,Leeds,Leeds,Leeds,,1945,leeds1011,Harehills,Astle G.,CON,2142,0,2,17464,,42.7,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0039,1945leeds1011,Leeds,Leeds,Leeds,,1945,leeds1011,Harehills,Hodgson T.,LIB,839,0,2,17464,,42.7,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0040,1945leeds1011,Leeds,Leeds,Leeds,,1945,leeds1011,Harehills,Shackleton A.,LIB,675,0,2,17464,,42.7,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0041,1945leeds1012,Leeds,Leeds,Leeds,,1945,leeds1012,Holbeck North,Fitzgerald C.,LAB,1152,0,2,3926,,37.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0042,1945leeds1012,Leeds,Leeds,Leeds,,1945,leeds1012,Holbeck North,Veitch J.,LAB,1138,0,2,3926,,37.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0043,1945leeds1012,Leeds,Leeds,Leeds,,1945,leeds1012,Holbeck North,Holdsworth W.,LIB,354,0,2,3926,,37.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0044,1945leeds1012,Leeds,Leeds,Leeds,,1945,leeds1012,Holbeck North,Storey G.,LIB,331,0,2,3926,,37.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0045,1945leeds1013,Leeds,Leeds,Leeds,,1945,leeds1013,Holbeck South,Dickinson J.,LAB,3010,0,2,9211,,42.1,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0046,1945leeds1013,Leeds,Leeds,Leeds,,1945,leeds1013,Holbeck South,Jones W.,LAB,2934,0,2,9211,,42.1,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0047,1945leeds1013,Leeds,Leeds,Leeds,,1945,leeds1013,Holbeck South,Jowitt H.,CON,767,0,2,9211,,42.1,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0048,1945leeds1013,Leeds,Leeds,Leeds,,1945,leeds1013,Holbeck South,Hopper W.,LIB,568,0,2,9211,,42.1,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0049,1945leeds1013,Leeds,Leeds,Leeds,,1945,leeds1013,Holbeck South,Turner M.,LIB,489,0,2,9211,,42.1,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0050,1945leeds1014,Leeds,Leeds,Leeds,,1945,leeds1014,Hunslet Carr & Middleton,Jenkinson C.,LAB,6652,0,2,20346,,36.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0051,1945leeds1014,Leeds,Leeds,Leeds,,1945,leeds1014,Hunslet Carr & Middleton,Hodkinson J.,LAB,6424,0,2,20346,,36.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0052,1945leeds1014,Leeds,Leeds,Leeds,,1945,leeds1014,Hunslet Carr & Middleton,Cummings A.,CON,1657,0,2,20346,,36.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0053,1945leeds1015,Leeds,Leeds,Leeds,,1945,leeds1015,Hyde Park,Hutchinson P.,CON,3497,0,2,12854,,46.4,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0054,1945leeds1015,Leeds,Leeds,Leeds,,1945,leeds1015,Hyde Park,Walker F.,CON,3397,0,2,12854,,46.4,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0055,1945leeds1015,Leeds,Leeds,Leeds,,1945,leeds1015,Hyde Park,Happold ,LAB,2620,1,2,12854,,46.4,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0056,1945leeds1015,Leeds,Leeds,Leeds,,1945,leeds1015,Hyde Park,Kemp H.,LAB,2424,0,2,12854,,46.4,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0057,1945leeds1016,Leeds,Leeds,Leeds,,1945,leeds1016,Kirkstall,Clegg M.,LAB,4978,0,2,16805,,49.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0058,1945leeds1016,Leeds,Leeds,Leeds,,1945,leeds1016,Kirkstall,Bell G.,LAB,4885,0,2,16805,,49.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0059,1945leeds1016,Leeds,Leeds,Leeds,,1945,leeds1016,Kirkstall,Scarr A.,CON,2701,0,2,16805,,49.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0060,1945leeds1016,Leeds,Leeds,Leeds,,1945,leeds1016,Kirkstall,Turnbull C.,CON,2569,0,2,16805,,49.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0061,1945leeds1016,Leeds,Leeds,Leeds,,1945,leeds1016,Kirkstall,Childs A.,LIB,834,0,2,16805,,49.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0062,1945leeds1016,Leeds,Leeds,Leeds,,1945,leeds1016,Kirkstall,Fisher F.,LIB,718,0,2,16805,,49.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0063,1945leeds1017,Leeds,Leeds,Leeds,,1945,leeds1017,Mill Hill & South,Bray ,LAB,1387,1,2,5059,,47.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0064,1945leeds1017,Leeds,Leeds,Leeds,,1945,leeds1017,Mill Hill & South,Holdsworth H.,LAB,1380,0,2,5059,,47.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0065,1945leeds1017,Leeds,Leeds,Leeds,,1945,leeds1017,Mill Hill & South,Peacock H.,CON,1048,0,2,5059,,47.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0066,1945leeds1017,Leeds,Leeds,Leeds,,1945,leeds1017,Mill Hill & South,Weaver A.,CON,1032,0,2,5059,,47.9,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0067,1945leeds1018,Leeds,Leeds,Leeds,,1945,leeds1018,North,Wooler L.,CON,5213,0,2,21862,,40.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0068,1945leeds1018,Leeds,Leeds,Leeds,,1945,leeds1018,North,Murphy ,CON,4967,1,2,21862,,40.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0069,1945leeds1018,Leeds,Leeds,Leeds,,1945,leeds1018,North,Hammond ,LAB,2605,1,2,21862,,40.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0070,1945leeds1018,Leeds,Leeds,Leeds,,1945,leeds1018,North,Davy N.,LAB,2477,0,2,21862,,40.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0071,1945leeds1018,Leeds,Leeds,Leeds,,1945,leeds1018,North,Underhill W.,LIB,1247,0,2,21862,,40.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0072,1945leeds1018,Leeds,Leeds,Leeds,,1945,leeds1018,North,Marshall A.,LIB,1238,0,2,21862,,40.6,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0073,1945leeds1019,Leeds,Leeds,Leeds,,1945,leeds1019,Osmondthorpe,Firth ,LAB,3817,1,2,14945,,33.3,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0074,1945leeds1019,Leeds,Leeds,Leeds,,1945,leeds1019,Osmondthorpe,Potter F.,LAB,3781,0,2,14945,,33.3,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
leeds_0075,1945leeds1019,Leeds,Leeds,Leeds,,1945,leeds1019,Osmondthorpe,Baker A.,CON,1204,0,2,14945,,33.3,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
